Company Name,Country,Sector,Subsector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
Ping An Bank Co Ltd (Shanghai Pilot Free Trade Zone Branch),CN,Banks,Diversified Banks,BB,4.1,4.4,3.4,4.6
"Ping An Bank Co, Ltd",CN,Banks,Diversified Banks,BB,4.1,4.4,3.4,4.6
"Ping An Insurance (Group) Company of China, Ltd",CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Ping An International Financial Leasing Co,Ltd",CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
Ping An Leasing Hong Kong Holdings Limited,HK,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Ping An Life Insurance Company of China, Ltd",CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Ping An Property & Casualty Insurance Company of China, Ltd",CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Ping An Realestate Co, Ltd",CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
Ping An Securities Company Ltd,CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Pingyang Lide Haitu Reclamation Development Co, Ltd",CN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,B,2,2.9,2.9,3.1
Pioneer Reward Limited,HK,Investment Banking & Brokerage,Investment Banking & Brokerage,A,6.6,6.5,2.9,5.2
Piraeus Financial Holdings SA,GR,Banks,Diversified Banks,BBB,5.4,6.4,3.1,5.1
Pirelli SpA,IT,Auto Components,Tires & Rubber,AA,7.3,4.4,5.2,6
Platzer Fastigheter Holding AB (publ),SE,Real Estate Management & Services,Real Estate Operating Companies,A,6.3,7.2,5.8,4.8
Playa Hotels & Resorts NV,NL,Hotels & Travel,"Hotels, Resorts & Cruise Lines",BB,3.4,2.1,3.7,5.3
Playa Resorts Holding BV,NL,Hotels & Travel,"Hotels, Resorts & Cruise Lines",BB,3.4,2.1,3.7,5.3
Pliant Therapeutics Inc,US,Pharmaceuticals,Pharmaceuticals,A,5.9,3,4.5,4.7
Plus500 Ltd,IL,Diversified Financials,Specialized Finance,BBB,5.5,7,3.6,6.8
"Plzensky Prazdroj, as",CZ,Beverages,Brewers,AA,7.7,6,6.3,5.1
Pointsbet Holdings Ltd,AU,Casinos & Gaming,Casinos & Gaming,A,7,5.1,5.1,6.7
Pola Orbis Holdings Inc,JP,Household & Personal Products,Personal Products,B,2.4,2.5,2.3,5.4
Polar Capital Holdings PLC,GB,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.4,6.7,3.4,7.4
"Poly Developments and Holdings Group Co, Ltd",CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.9,1.8,3.6
"Poly Property Group Co, Limited",HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.4,4.5,3.1,3.3
"Poly Property Group Co, Limited",CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.4,4.5,3.1,3.3
Poly Real Estate Finance Ltd,VG,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.9,1.8,3.6
Polynovo Ltd,AU,Health Care Equipment & Supplies,Health Care Supplies,AA,7.9,6.5,6.7,7
Pop Mart International Group Ltd,CN,Retail - Consumer Discretionary,Specialty Stores,A,5.9,0.7,4.7,5.8
Popular Bank (New York Branch),US,Banks,Regional Banks,BB,4.1,2.2,3,5.7
"Porch Group, Inc",US,Interactive Media & Services,Internet & Direct Marketing Retail,B,2.7,6.2,1.9,4.8
Porsche Automobil Holding SE,DE,Automobiles,Automobile Manufacturers,B,1.43,5.6,3.8,1.2
Porton Pharma Solutions Ltd,CN,Pharmaceuticals,Pharmaceuticals,BBB,5.6,4.5,4.8,4.4
Portugal Telecom International Finance BV,BR,Telecommunication Services,Integrated Telecommunication Services,CCC,1.4,9.7,5.1,1.8
Poshmark Inc,US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,BB,4.1,6.2,3.4,4.3
Posojilnica Bank eGen,AT,Banks,Diversified Banks,AA,7.3,3.6,5.4,4.7
"Post Holdings, Inc",US,Food Products,Packaged Foods & Meats,BB,4.1,2,5,4.8
PostNL NV,NL,Air Freight & Logistics,Air Freight & Logistics,AAA,9.2,9.2,5.1,6.4
Potash Corporation of Saskatchewan Inc,CA,Specialty Chemicals,Fertilizers & Agricultural Chemicals,AA,8.2,4.9,6.4,7.6
Pou Chen Corporation,TW,"Textiles, Apparel & Luxury Goods",Footwear,BB,3,4.1,2.2,4.2
Pou Sheng International (Holdings) Ltd,HK,Retail - Consumer Discretionary,Apparel Retail,B,2.2,1.3,3.3,4.5
Power Assets Holdings Limited,HK,Utilities,Electric Utilities,A,6,7.1,4.8,3.9
Power Construction Corporation of China,CN,Construction & Engineering,,CCC,0,4.3,0.9,0
"Power Construction Corporation of China, Ltd",CN,Construction & Engineering,Construction & Engineering,CCC,0,5,2,0.7
PowerChina Guiyang Engineering Corporation Limited,CN,Construction & Engineering,Construction & Engineering,CCC,0,5,2,0.7
PowerChina Zhongnan Engineering Corporation Limited,CN,Construction & Engineering,Construction & Engineering,CCC,0,5,2,0.7
PowerSchool Holdings Inc,US,Diversified Consumer Services,Education Services,BB,3.8,5.4,3.5,5
Powercell Sweden AB (publ),SE,Electrical Equipment,Electrical Components & Equipment,A,7,6.4,5.5,6.3
Powerchina Real Estate Group Ltd,CN,Construction & Engineering,Construction & Engineering,CCC,0,5,2,0.7
Powerchina Roadbridge Group (British Virgin Islands) Limited,VG,Multi-Line Insurance & Brokerage,Multi-line Insurance,A,6.4,7.7,6.1,4.6
Praxis Precision Medicines Inc,US,Biotechnology,Biotechnology,BBB,5.2,6.5,4.4,5
"Precigen, Inc",US,Biotechnology,Biotechnology,B,2.4,6,3.6,3.8
Precious Shipping Public Company Limited,TH,Marine Transport,Marine,BB,4.1,4.5,5.3,5
Precise Biometrics AB,SE,Software & Services,Systems Software,AA,8.1,2,5.4,5.9
Precision BioSciences Inc,US,Biotechnology,Biotechnology,BBB,5.5,7.3,4.4,4.9
Precision Drilling Corporation,CA,Energy Equipment & Services,Oil & Gas Drilling,BB,3.4,3.3,6.4,5.8
Prelude Therapeutics Inc,US,Biotechnology,Biotechnology,A,6.6,6.4,4.5,6.2
"Premier Anti-Aging Co, Ltd",JP,Household & Personal Products,Personal Products,CCC,0,1.3,1.6,3.8
Premier Miton Group PLC,GB,Asset Management & Custody Banks,Asset Management & Custody Banks,B,2.4,9,2.9,6.2
Premium Brands Holdings Corporation,CA,Food Products,Packaged Foods & Meats,BBB,5.7,2.9,4.5,5.9
Prestige International Inc,JP,Commercial Services & Supplies,Diversified Support Services,BBB,4.9,7,6.1,4.7
Pricer AB,SE,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,BBB,4.8,2,4.8,5
"Prima Meat Packers, Ltd",JP,Food Products,Packaged Foods & Meats,BB,3,1.8,5,3.3
Primax Electronics Ltd,TW,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,BBB,5.2,2.5,4.6,5.6
Prime Incorporacoes e Construcoes SA,BR,Real Estate Development & Diversified Activities,Homebuilding,A,5.9,4.5,6.1,4.6
Prime US REIT,SG,Real Estate Management & Services,Office REITs,BB,3.9,6.3,0.5,6.5
Primo Water Corporation,US,Beverages,Soft Drinks,BB,3.7,2.4,4.2,6.1
Principality Building Society,GB,Diversified Financials,,AA,7.9,3.8,5.2,6.2
Privia Health Group Inc,US,Health Care Providers & Services,Health Care Services,AA,8.4,5.9,6,6.7
Pro Medicus Ltd,AU,Health Care Equipment & Supplies,Health Care Technology,BB,3.7,7,3.4,6.8
ProCredit Holding AG & Co KGaA,DE,Banks,Diversified Banks,AA,8.4,2.4,6,5.7
ProSiebenSat1 Media SE,DE,Media & Entertainment,Broadcasting,AA,8.3,10,5.5,6.7
Proact IT Group AB,SE,Software & Services,IT Consulting & Other Services,AA,7.4,4.2,5.1,6
Profilgruppen AB,SE,Metals and Mining - Non-Precious Metals,Aluminum,A,6.3,3.2,6,5.1
"Progress Energy, Inc",US,Utilities,Electric Utilities,AA,8.1,7.4,8.4,5.6
Progyny Inc,US,Health Care Providers & Services,Managed Health Care,BBB,4.7,6.7,3.6,6
Prologis Euro Finance LLC,US,Real Estate Management & Services,Industrial REITs,A,6.6,7.1,6.2,5.1
"Prologis Property Mexico, SA de CV",MX,Real Estate Management & Services,Industrial REITs,BBB,4.5,5.9,3.9,5.6
Prologis Yen Finance LLC,US,Real Estate Management & Services,Industrial REITs,A,6.6,7.1,6.2,5.1
Prometheus Biosciences Inc,US,Biotechnology,Biotechnology,BBB,5.2,7.3,4.2,5.1
Promigas SA ESP,CO,Utilities,Gas Utilities,AA,8.1,7.8,7.7,5.8
"Promotora y Operadora de Infraestructura, SAB de CV",MX,Transportation Infrastructure,Highways & Railtracks,B,1.9,4.5,3.3,3
Prosperity Real Estate Investment Trust,HK,Real Estate Management & Services,Office REITs,CCC,0.5,4.9,1.7,3.5
Prosus NV,NL,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,AA,8,3.7,6.9,5.2
Protagonist Therapeutics Inc,US,Biotechnology,Biotechnology,B,2.1,2.5,3.2,5.3
Proterra Inc,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BBB,4.4,4,2.6,5.9
Prothena Corporation PLC,IE,Biotechnology,Biotechnology,A,5.9,7.6,4.1,6.1
Proto Corp,JP,Media & Entertainment,Publishing,BB,3.5,2.5,4.3,4
"Proto Labs, Inc",US,Industrial Machinery,Industrial Machinery,A,6,3.1,4.7,7
Proven Honour Capital Limited,VG,"Technology Hardware, Storage & Peripherals",,BBB,5.5,3.6,5.5,2.5
Provention Bio Inc,US,Pharmaceuticals,Pharmaceuticals,AA,8.5,5.4,5.8,5.9
"Proya Cosmetics Co, Ltd",CN,Household & Personal Products,Personal Products,CCC,0.2,4.1,2.2,1.7
PubMatic Inc,US,Software & Services,Advertising,BBB,4.5,6.7,4.2,3.7
Pulmonx Corp,US,Health Care Equipment & Supplies,Health Care Supplies,A,6.6,6.3,6.9,4.9
"Pulmuone Co, Ltd",KR,Food Products,Packaged Foods & Meats,BBB,4.6,3.8,5.4,3.8
"Pulmuone Food & Culture Co,Ltd",KR,Food Products,Packaged Foods & Meats,BBB,4.6,3.8,5.4,3.8
"Pulmuone Foods Co, Ltd",KR,Food Products,Packaged Foods & Meats,BBB,4.6,3.8,5.4,3.8
Purecycle Technologies Inc,US,Commercial Services & Supplies,Commodity Chemicals,B,1.8,4.8,2.7,3
Puregold Price Club Inc,PH,Retail - Food & Staples,Hypermarkets & Super Centers,B,2.2,1.5,4,2.8
Pushpay Holdings Ltd,NZ,Software & Services,Data Processing & Outsourced Services,BBB,4.8,6.7,3.1,6.2
Pwr Holdings Ltd,AU,Auto Components,Auto Parts & Equipment,BBB,4.71,3.8,3.8,6.5
Pyrogenesis Canada Inc,CA,Industrial Machinery,Environmental & Facilities Services,BB,4,3.8,1.1,6
"Q2 HOLDINGS, INC",US,Software & Services,Application Software,BB,4,4.3,5,5.1
QABIL BUILDERS & CONSTRUCTIONS PRIVATE LIMITED,IN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,BB,4.1,4.8,5.7,2.2
QAH FINANCE PLC,GB,Professional Services,Asset Management & Custody Banks,BBB,5.6,6.7,5.3,6.6
QANTAS AIRWAYS LIMITED,AU,Airlines,Airlines,BBB,5.6,5.5,3.4,6.4
QATAR INTERNATIONAL ISLAMIC BANK (QPSC),QA,Banks,Diversified Banks,B,1.7,2.6,3.7,2.2
QATAR NATIONAL BANK (QPSC),QA,Banks,Diversified Banks,AA,7.6,5.1,6,2.5
QATAR NATIONAL BANK (QPSC),GB,Banks,Diversified Banks,AA,7.6,5.1,6,2.5
QATAR REINSURANCE COMPANY LIMITED,BM,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0,0.5,3.1,2.7
QBE INSURANCE GROUP LIMITED,AU,Property & Casualty Insurance,Property & Casualty Insurance,AA,8.2,1.4,6.9,8.4
QCR CAPITAL TRUST I,US,Banks,Regional Banks,BBB,4.9,0,3.7,6.5
QCR HOLDINGS STATUTORY TRUST II,US,Banks,Regional Banks,BBB,4.9,0,3.7,6.5
QCR HOLDINGS STATUTORY TRUST III,US,Banks,Regional Banks,BBB,4.9,0,3.7,6.5
"QCR HOLDINGS, INC",US,Banks,Regional Banks,BBB,4.9,0,3.7,6.5
QIB SUKUK LTD,KY,Banks,Diversified Banks,B,1.7,1.7,4.9,0
QIC (CAYMAN) LIMITED,KY,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0,0.5,3.1,2.7
QIMONDA FINANCE LLC,US,Semiconductors & Semiconductor Equipment,Semiconductors,AA,7.9,5.8,7.1,7.9
QINETIQ GROUP PLC,GB,Aerospace & Defense,Aerospace & Defense,AA,8.5,2.9,6.2,5.5
QIWI FINANCE OOO,RU,Software & Services,Data Processing & Outsourced Services,CCC,1.42,6.7,2.2,2.1
QIWI PLC,CY,Software & Services,Data Processing & Outsourced Services,CCC,1.42,6.7,2.2,2.1
QL RESOURCES BERHAD,MY,Food Products,Packaged Foods & Meats,BB,3.5,3,3.3,5.4
QNB FINANCE LTD,KY,Banks,Diversified Banks,AA,7.6,5.1,6,2.5
QNB FINANS FAKTORING ANONIM SIRKETI,TR,Banks,Diversified Banks,A,6.8,3.6,6,3.1
QNB FINANS VARLIK KIRALAMA ANONIM SIRKETI,TR,Banks,Diversified Banks,A,6.8,3.6,6,3.1
QNB FINANS YATIRIM MENKUL DEGERLER ANONIM SIRKETI,TR,Banks,Diversified Banks,A,6.8,3.6,6,3.1
QNB FINANSBANK ANONIM SIRKETI,TR,Banks,Diversified Banks,A,6.8,3.6,6,3.1
"QORVO, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,A,6.1,5.6,4,6.5
"QUADGRAPHICS, INC",US,Commercial Services & Supplies,Commercial Printing,BBB,4.3,5,5.5,3.8
QUADIENT SA,FR,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",AA,7.6,2.9,6,5.8
QUAKER CHEMICAL CORPORATION,US,Specialty Chemicals,Specialty Chemicals,BB,3.5,3.7,3.5,4.6
QUALCOMM INCORPORATED,US,Semiconductors & Semiconductor Equipment,Semiconductors,BB,3.6,3.9,7.4,5.8
QUALICORP ADMINISTRADORA DE BENEFICIOS SA,BR,Health Care Providers & Services,Managed Health Care,BB,3.7,8,2.8,5.5
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS SA,BR,Health Care Providers & Services,Managed Health Care,BB,3.7,8,2.8,5.5
"QUALITAS CONTROLADORA, SAB DE CV",MX,Property & Casualty Insurance,Property & Casualty Insurance,BBB,5.7,3.7,5.6,3.8
QUANEX BUILDING PRODUCTS CORPORATION,US,Building Products,Building Products,BBB,5.2,4.7,4.5,6.1
QUANTA COMPUTER INC,TW,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",BB,3.6,2.9,3.9,4.1
"QUANTA SERVICES, INC",US,Construction & Engineering,Construction & Engineering,AA,8.1,3.8,5.4,6.7
QUATRIM SASU,FR,Retail - Food & Staples,Food Retail,AA,7.3,6.1,5.9,3.9
QUBE HOLDINGS LIMITED,AU,Transportation Infrastructure,Marine Ports & Services,AA,8.1,6,6.8,7.1
QUDIAN INC,CN,Consumer Finance,Consumer Finance,CCC,0,6.5,2,3
QUEBECOR INC,CA,Media & Entertainment,Cable & Satellite,BBB,5.2,10,3.2,5.7
QUEBECOR MEDIA INC,CA,"Broadcasting, Cable & Satellite",Cable & Satellite,BBB,5.2,10,3.2,5.7
QUESS CORP LIMITED,IN,Professional Services,Human Resource & Employment Services,CCC,0,8.7,1.6,4.3
QUEST DIAGNOSTICS INCORPORATED,US,Health Care Providers & Services,Health Care Services,AA,7.9,9.2,6.1,6
QUESTAR GAS COMPANY,US,Utilities,Gas Utilities,AA,8.1,7.9,5.1,5.9
QUIDEL CORPORATION,US,Health Care Equipment & Supplies,Health Care Supplies,A,5.8,6,4.5,6.5
QUILTER PLC,GB,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5.6,9,4.1,7.2
QUORUM HEALTH CORPORATION,US,Health Care Providers & Services,Health Care Facilities,BB,4.2,5.2,4.6,6.5
"QUOTELAB, LLC",US,Property & Casualty Insurance,Property & Casualty Insurance,BB,3,3.9,2.6,5.4
QUOTIENT TECHNOLOGY INC,US,Media & Entertainment,Internet & Direct Marketing Retail,A,6.9,8,4.9,6.2
"QURATE RETAIL, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,B,2.4,3.9,6.2,3
"QVC, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,B,2.4,3.9,6.2,3
"QWEST CAPITAL FUNDING, INC",US,Telecommunication Services,Alternative Carriers,A,6.6,10,5.7,4.4
QWEST COMMUNICATIONS INTERNATIONAL INC,US,Telecommunication Services,Alternative Carriers,A,6.6,10,5.7,4.4
QWEST CORPORATION,US,Telecommunication Services,Alternative Carriers,A,6.6,10,5.7,4.4
Qassim Cement Company SJSC,SA,Construction Materials,Construction Materials,CCC,1.2,1,0.8,3.8
Qatar Aluminum Manufacturing Company QPSC,QA,Metals and Mining - Non-Precious Metals,Aluminum,CCC,0.4,1.1,4.1,1.6
Qatar Electricity and Water Company QPSC,QA,Utilities,Multi-Utilities,CCC,0.7,4.1,2.8,0.3
Qatar Fuel Company QPSC,QA,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,A,6.5,6.3,9.5,3
Qatar Gas Transport Company Limited (Nakilat)QPSC,QA,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,BBB,4.4,5.2,5,4.2
Qatar Insurance Company QSPC,QA,Property & Casualty Insurance,Property & Casualty Insurance,CCC,0,0.5,3.1,2.7
Qatar Islamic Bank (QPSC),QA,Banks,Diversified Banks,B,1.7,1.7,4.9,0
Qatar National Cement Company QPSC,QA,Construction Materials,Construction Materials,CCC,0,1.2,2,2.4
Qatar Navigation QPSC,QA,Marine Transport,Marine,B,1.6,5.2,3.4,2.9
Qatari Investors Group QPSC,QA,Construction Materials,Construction Materials,BBB,4.7,4,5.1,2.2
Qiagen NV,NL,Health Care Equipment & Supplies,Life Sciences Tools & Services,A,6.3,10,6,5.8
Qingdao Rural Commercial Bank Corporation,CN,Banks,Regional Banks,B,1.7,1.9,2.5,4.8
"Qol Holdings Co,Ltd",JP,Retail - Food & Staples,Drug Retail,BBB,5.7,3.8,5.9,2.5
Qt Group Oyj,FI,Software & Services,Application Software,BBB,5,4,3.4,5.7
Quadgas Finance PLC,GB,Utilities,,AAA,9.8,7,10,7
Quality Houses Public Company Limited,TH,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.6,3.3,4.6,3.2
Qualys Inc,US,Software & Services,Systems Software,BBB,4.3,6.7,2.9,5.4
Quantafuel ASA,NO,Commercial Services & Supplies,Environmental & Facilities Services,BB,2.9,4.3,2.4,5.2
Quanterix Corp,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BB,3.4,5.9,4.2,4.9
Quantum-Si Inc,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,B,1.6,6.7,5.1,2.7
Quinstreet Inc,US,Interactive Media & Services,Interactive Media & Services,B,2.4,6.2,1.9,5.6
R J Reynolds Tobacco Company,US,Tobacco,Tobacco,BBB,4.3,4.3,2.7,4.1
R P S GROUP PLC,GB,Commercial Services & Supplies,Environmental & Facilities Services,AAA,9.2,9.9,8.1,6.7
R R DONNELLEY & SONS COMPANY,US,Commercial Services & Supplies,,BBB,5.1,8.3,4.8,4.8
R&B FALCON CORPORATION,US,Energy Equipment & Services,Oil & Gas Drilling,BB,3.2,4.6,5.5,5.3
R-FMZ Immobilienholding GmbH,AT,Multi-Line Insurance & Brokerage,Multi-line Insurance,BBB,5.7,6.1,4.7,6
R1 RCM INC,US,Health Care Providers & Services,Health Care Services,AA,8.4,7,6.8,4.7
RABOBANK CAPITAL FUNDING TRUST III,US,Banks,,A,5.8,4.4,3.9,7.3
RABOBANK CAPITAL FUNDING TRUST V,US,Banks,,A,5.8,4.4,3.9,7.3
RABOBANK LONDON,GB,Banks,,A,5.8,4.4,3.9,7.3
"RACKSPACE TECHNOLOGY GLOBAL, INC",US,Software & Services,Internet Services & Infrastructure,A,6.2,4.8,4.9,5.3
RADIAN GROUP INC,US,Banks,Thrifts & Mortgage Finance,BBB,5.7,5.3,3.4,6
RADIANCE HOLDINGS (GROUP) COMPANY LIMITED,CN,Real Estate Development & Diversified Activities,Real Estate Development,B,1.5,2.9,0.7,3.7
RADIMAX GROUP SDN BHD,MY,Banks,Diversified Banks,A,6.7,6.5,3.8,3.5
RADISYS INDIA PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
"RADIUS GLOBAL INFRASTRUCTURE, INC",US,Telecommunication Services,Integrated Telecommunication Services,BBB,5.6,4.6,7.1,5.2
"RADIUS HEALTH, INC",US,Biotechnology,Biotechnology,BB,3.1,2.9,3.7,5.4
"RADNET MANAGEMENT, INC",US,Health Care Providers & Services,Health Care Services,A,7,5.9,6.5,5.2
"RADNET, INC",US,Health Care Providers & Services,Health Care Services,A,7,5.9,6.5,5.2
RAFFLES MEDICAL GROUP LTD,SG,Health Care Providers & Services,Health Care Facilities,AA,8.4,7,7.1,3.9
RAI WAY SPA,IT,Media & Entertainment,Broadcasting,A,7.1,10,8,3.2
RAIA DROGASIL SA,BR,Retail - Food & Staples,Drug Retail,BB,4.1,4.9,3.5,4.5
RAIFFEISENBANK AO,RU,Banks,Diversified Banks,AA,7.3,3.6,5.4,4.7
RAIFFEISENLANDESBANK NIEDEROESTERREICH-WIEN AG,AT,Banks,,B,2.4,3.4,3.7,3
RAIN CARBON INC,US,Commodity Chemicals,Commodity Chemicals,B,2.7,2.7,0,4.9
RAIN CII CARBON LLC,US,Commodity Chemicals,Commodity Chemicals,B,2.7,2.7,0,4.9
RAIN INDUSTRIES LIMITED,IN,Commodity Chemicals,Commodity Chemicals,B,2.7,2.7,0,4.9
"RAITO KOGYO CO, LTD",JP,Construction & Engineering,Construction & Engineering,BBB,4.8,3.2,4.3,5.1
RAIZNEXT Corporation,JP,Construction & Engineering,Construction & Engineering,BBB,4.6,3.8,5.1,3.5
RAJESH EXPORTS LIMITED,IN,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",BB,2.9,2.7,4.1,3.2
RAKFUNDING CAYMAN LTD,KY,Banks,Diversified Banks,BBB,5.7,3.3,4.3,4.8
RAKSUL INC,JP,Commercial Services & Supplies,Commercial Printing,BBB,4.9,5,5.8,4.5
RALLIS INDIA LIMITED,IN,Specialty Chemicals,Fertilizers & Agricultural Chemicals,BBB,4.5,4.8,3.1,4.3
RALPH LAUREN CORPORATION,US,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",BBB,5.7,7.1,4.3,3.7
RAMBUS INC,US,Semiconductors & Semiconductor Equipment,Semiconductors,BBB,4.8,5,4.4,5.8
RAMELIUS RESOURCES LIMITED,AU,Metals and Mining - Precious Metals,Gold,BBB,4.9,1.8,3.8,7.8
RAMPER INVESTMENTS (JERSEY) LIMITED,JE,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,10,6.2,3.9
"RAMS MD SUBSIDIARY I, INC",US,Real Estate Management & Services,Retail REITs,BBB,5,4.7,6,5.3
RAMSAY HEALTH CARE LIMITED,AU,Health Care Providers & Services,Health Care Facilities,AA,8.1,7,5.9,6.8
RANGE RESOURCES CORPORATION,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,A,6.5,3.6,4.8,6.9
RANK GROUP FINANCE PLC,GB,Casinos & Gaming,Casinos & Gaming,AA,7.2,7.5,5.2,4.9
RANPAK HOLDINGS CORP,US,Containers & Packaging,Paper Packaging,BBB,5.2,6.3,5.5,3.8
RANTAU ABANG CAPITAL BERHAD,MY,Diversified Financials,,BB,3,4.4,4.3,4
"RAPID7, INC",US,Software & Services,Systems Software,A,6.7,7,4.9,5.1
RATCH GROUP PUBLIC COMPANY LIMITED,TH,Utilities,Independent Power Producers & Energy Traders,B,1.9,4,4.5,3.1
RATIONAL Aktiengesellschaft,DE,Industrial Machinery,Industrial Machinery,BBB,5.1,4.6,4.4,5.3
RATTLER MIDSTREAM LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Storage & Transportation,B,1.6,1.5,4.8,3.8
RATTLER MIDSTREAM OPERATING LLC,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,B,2.8,2.3,4.4,5
"RAYMOND JAMES BANK, NATIONAL ASSOCIATION",US,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,5.3,3.5,3.2,5.9
"RAYMOND JAMES FINANCIAL, INC",US,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,5.3,3.5,3.2,5.9
RAYONIER ADVANCED MATERIALS INC,US,Specialty Chemicals,Specialty Chemicals,BB,3.3,3.2,1.9,5.8
RAYONIER AM PRODUCTS INC,US,Specialty Chemicals,Specialty Chemicals,BB,3.3,3.2,1.9,5.8
RAYONIER INC,US,Paper & Forest Products,Specialized REITs,BB,3.7,8.2,3.4,6.2
"RAYONIER, LP",US,Paper & Forest Products,Specialized REITs,BB,3.7,8.2,3.4,6.2
RAYTHEON COMPANY,US,Aerospace & Defense,Aerospace & Defense,BBB,5.5,4.9,3.9,5.1
RAYTHEON TECHNOLOGIES CORPORATION,US,Aerospace & Defense,Aerospace & Defense,BBB,5.5,4.9,3.9,5.1
RB CAPITAL SA,BR,Diversified Financials,Other Diversified Financial Services,AA,7.6,7.7,5.9,4.8
RB Capital Asset Management Ltda,BR,Diversified Financials,Other Diversified Financial Services,AA,7.6,7.7,5.9,4.8
RB MEDIA HOLDINGS PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RB MEDIASOFT PRIVATE LIMITED,IN,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,BBB,4.9,5.1,5.2,4.3
RBC BEARINGS INCORPORATED,US,Industrial Machinery,Industrial Machinery,CCC,0.9,1.5,4.8,3.9
RBC Capital Trust,CA,Banks,Diversified Banks,AA,7.3,8.4,4.5,5.1
RBL BANK LIMITED,IN,Banks,Diversified Banks,BBB,4.6,4.5,3.9,4.3
RBP GLOBAL HOLDINGS LIMITED,GB,Pharmaceuticals,Pharmaceuticals,BBB,5.1,4.1,4.7,6.2
RBS CAPITAL TRUST II,GB,Banks,Diversified Banks,AA,8.5,10,5.5,7.6
RBS Holdings NV,NL,Banks,Diversified Banks,AA,8.5,10,5.5,7.6
RBS Trust 2005-1,AU,Banks,Thrifts & Mortgage Finance,AA,8.4,3.8,4.4,7.9
"RC MERGER SUBSIDIARY, LLC",US,Asset Management & Custody Banks,Mortgage REITs,BB,3.2,6.7,3.1,5.4
RCI BANQUE SA,FR,Consumer Finance,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
RCI COLOMBIA SA COMPANIA DE FINANCIAMIENTO,CO,Consumer Finance,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
RCI FINANCE MAROC SA,MA,Consumer Finance,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
"RCI Financial Services Korea Co, LTD",KR,Consumer Finance,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
RCI Servicios Colombia SA,CO,Consumer Finance,Automobile Manufacturers,BBB,4.9,6.4,4,2.4
